# EUCKP.TXT
0x8FACD4	0xB3AB	# 뎫
0x8FACD5	0xB3AD	# 뎭
0x8FACD6	0xB3AE	# 뎮
0x8FACD7	0xB3AF	# 뎯
0x8FACD8	0xB3B0	# 뎰
0x8FACD9	0xB3B1	# 뎱
0x8FACDA	0xB3B2	# 뎲
0x8FACDB	0xB3B3	# 뎳
0x8FACDC	0xB3B4	# 뎴
0x8FACDD	0xB3B5	# 뎵
0x8FACDE	0xB3B6	# 뎶
0x8FACDF	0xB3B7	# 뎷
0x8FACE0	0xB3B8	# 뎸
0x8FACE1	0xB3B9	# 뎹
0x8FACE2	0xB3BA	# 뎺
0x8FACE3	0xB3BB	# 뎻
0x8FACE4	0xB3BD	# 뎽
0x8FACE5	0xB3BE	# 뎾
0x8FACE6	0xB3BF	# 뎿
0x8FACE7	0xB3C0	# 돀
0x8FACE8	0xB3C1	# 돁
0x8FACE9	0xB3C2	# 돂
0x8FACEA	0xB3C3	# 돃
0x8FACEB	0xB3AA	# 뎪
0x8FACEC	0xB3BC	# 뎼
0x8FACED	0xB419	# 됙
0x8FACEE	0xB41B	# 됛
0x8FACEF	0xB41D	# 됝
0x8FACF0	0xB41E	# 됞
0x8FACF1	0xB41F	# 됟
0x8FACF2	0xB421	# 됡
0x8FACF3	0xB422	# 됢
0x8FACF4	0xB423	# 됣
0x8FACF5	0xB424	# 됤
0x8FACF6	0xB425	# 됥
0x8FACF7	0xB426	# 됦
0x8FACF8	0xB427	# 됧
0x8FACF9	0xB42A	# 됪
0x8FACFA	0xB42E	# 됮
0x8FACFB	0xB42F	# 됯
0x8FACFC	0xB430	# 됰
0x8FACFD	0xB431	# 됱
0x8FACFE	0xB432	# 됲
0x8FADA1	0xB433	# 됳
0x8FADA2	0xB41A	# 됚
0x8FADA3	0xB4A7	# 뒧
0x8FADA4	0xB4A9	# 뒩
0x8FADA5	0xB4AA	# 뒪
0x8FADA6	0xB4AB	# 뒫
0x8FADA7	0xB4AD	# 뒭
0x8FADA8	0xB4AE	# 뒮
0x8FADA9	0xB4AF	# 뒯
0x8FADAA	0xB4B0	# 뒰
0x8FADAB	0xB4B1	# 뒱
0x8FADAC	0xB4B2	# 뒲
0x8FADAD	0xB4B3	# 뒳
0x8FADAE	0xB4B6	# 뒶
0x8FADAF	0xB4BA	# 뒺
0x8FADB0	0xB4BB	# 뒻
0x8FADB1	0xB4BC	# 뒼
0x8FADB2	0xB4BD	# 뒽
0x8FADB3	0xB4BE	# 뒾
0x8FADB4	0xB4BF	# 뒿
0x8FADB5	0xB4A6	# 뒦
0x8FADB6	0xB4B8	# 뒸
0x8FADB7	0xB4F9	# 듹
0x8FADB8	0xB4FB	# 듻
0x8FADB9	0xB4FD	# 듽
0x8FADBA	0xB4FE	# 듾
0x8FADBB	0xB4FF	# 듿
0x8FADBC	0xB501	# 딁
0x8FADBD	0xB502	# 딂
0x8FADBE	0xB503	# 딃
0x8FADBF	0xB504	# 딄
0x8FADC0	0xB505	# 딅
0x8FADC1	0xB506	# 딆
0x8FADC2	0xB507	# 딇
0x8FADC3	0xB508	# 딈
0x8FADC4	0xB50A	# 딊
0x8FADC5	0xB50B	# 딋
0x8FADC6	0xB50E	# 딎
0x8FADC7	0xB50F	# 딏
0x8FADC8	0xB510	# 딐
0x8FADC9	0xB511	# 딑
0x8FADCA	0xB512	# 딒
0x8FADCB	0xB513	# 딓
0x8FADCC	0xB4FA	# 듺
0x8FADCD	0xB50C	# 딌
0x8FADCE	0xB3E1	# 돡
0x8FADCF	0xB3E3	# 돣
0x8FADD0	0xB3E5	# 돥
0x8FADD1	0xB3E6	# 돦
0x8FADD2	0xB3E7	# 돧
0x8FADD3	0xB3E9	# 돩
0x8FADD4	0xB3EA	# 돪
0x8FADD5	0xB3EB	# 돫
0x8FADD6	0xB3EC	# 돬
0x8FADD7	0xB3ED	# 돭
0x8FADD8	0xB3EE	# 돮
0x8FADD9	0xB3EF	# 돯
0x8FADDA	0xB3F0	# 돰
0x8FADDB	0xB3F1	# 돱
0x8FADDC	0xB3F2	# 돲
0x8FADDD	0xB3F3	# 돳
0x8FADDE	0xB3F5	# 돵
0x8FADDF	0xB3F6	# 돶
0x8FADE0	0xB3F7	# 돷
0x8FADE1	0xB3F8	# 돸
0x8FADE2	0xB3F9	# 돹
0x8FADE3	0xB3FA	# 돺
0x8FADE4	0xB3FB	# 돻
0x8FADE5	0xB3E2	# 돢
0x8FADE6	0xB3F4	# 돴
0x8FADE7	0xB46D	# 둭
0x8FADE8	0xB46F	# 둯
0x8FADE9	0xB471	# 둱
0x8FADEA	0xB472	# 둲
0x8FADEB	0xB473	# 둳
0x8FADEC	0xB475	# 둵
0x8FADED	0xB476	# 둶
0x8FADEE	0xB477	# 둷
0x8FADEF	0xB478	# 둸
0x8FADF0	0xB479	# 둹
0x8FADF1	0xB47A	# 둺
0x8FADF2	0xB47B	# 둻
0x8FADF3	0xB47D	# 둽
0x8FADF4	0xB47E	# 둾
0x8FADF5	0xB481	# 뒁
0x8FADF6	0xB482	# 뒂
0x8FADF7	0xB483	# 뒃
0x8FADF8	0xB484	# 뒄
0x8FADF9	0xB485	# 뒅
0x8FADFA	0xB486	# 뒆
0x8FADFB	0xB487	# 뒇
0x8FADFC	0xB46E	# 둮
0x8FADFD	0xB3FD	# 돽
0x8FADFE	0xB3FF	# 돿
0x8FAEA1	0xB401	# 됁
0x8FAEA2	0xB402	# 됂
0x8FAEA3	0xB403	# 됃
0x8FAEA4	0xB405	# 됅
0x8FAEA5	0xB406	# 됆
0x8FAEA6	0xB407	# 됇
0x8FAEA7	0xB408	# 됈
0x8FAEA8	0xB409	# 됉
0x8FAEA9	0xB40A	# 됊
0x8FAEAA	0xB40B	# 됋
0x8FAEAB	0xB40C	# 됌
0x8FAEAC	0xB40D	# 됍
0x8FAEAD	0xB40E	# 됎
0x8FAEAE	0xB40F	# 됏
0x8FAEAF	0xB411	# 됑
0x8FAEB0	0xB412	# 됒
0x8FAEB1	0xB413	# 됓
0x8FAEB2	0xB414	# 됔
0x8FAEB3	0xB415	# 됕
0x8FAEB4	0xB416	# 됖
0x8FAEB5	0xB417	# 됗
0x8FAEB6	0xB3FE	# 돾
0x8FAEB7	0xB489	# 뒉
0x8FAEB8	0xB48B	# 뒋
0x8FAEB9	0xB48C	# 뒌
0x8FAEBA	0xB48D	# 뒍
0x8FAEBB	0xB48E	# 뒎
0x8FAEBC	0xB48F	# 뒏
0x8FAEBD	0xB490	# 뒐
0x8FAEBE	0xB491	# 뒑
0x8FAEBF	0xB492	# 뒒
0x8FAEC0	0xB493	# 뒓
0x8FAEC1	0xB494	# 뒔
0x8FAEC2	0xB495	# 뒕
0x8FAEC3	0xB496	# 뒖
0x8FAEC4	0xB497	# 뒗
0x8FAEC5	0xB498	# 뒘
0x8FAEC6	0xB499	# 뒙
0x8FAEC7	0xB49A	# 뒚
0x8FAEC8	0xB49B	# 뒛
0x8FAEC9	0xB49E	# 뒞
0x8FAECA	0xB49F	# 뒟
0x8FAECB	0xB4A0	# 뒠
0x8FAECC	0xB4A1	# 뒡
0x8FAECD	0xB4A2	# 뒢
0x8FAECE	0xB4A3	# 뒣
0x8FAECF	0xB48A	# 뒊
0x8FAED0	0xB49C	# 뒜
0x8FAED1	0xB77F	# 띿
0x8FAED2	0xB781	# 랁
0x8FAED3	0xB782	# 랂
0x8FAED4	0xB783	# 랃
0x8FAED5	0xB785	# 랅
0x8FAED6	0xB786	# 랆
0x8FAED7	0xB787	# 랇
0x8FAED8	0xB788	# 랈
0x8FAED9	0xB789	# 랉
0x8FAEDA	0xB78A	# 랊
0x8FAEDB	0xB78B	# 랋
0x8FAEDC	0xB78E	# 랎
0x8FAEDD	0xB793	# 랓
0x8FAEDE	0xB794	# 랔
0x8FAEDF	0xB795	# 랕
0x8FAEE0	0xB77E	# 띾
0x8FAEE1	0xB7B7	# 랷
0x8FAEE2	0xB7B9	# 랹
0x8FAEE3	0xB7BA	# 랺
0x8FAEE4	0xB7BB	# 랻
0x8FAEE5	0xB7BD	# 랽
0x8FAEE6	0xB7BE	# 랾
0x8FAEE7	0xB7BF	# 랿
0x8FAEE8	0xB7C0	# 럀
0x8FAEE9	0xB7C1	# 럁
0x8FAEEA	0xB7C2	# 럂
0x8FAEEB	0xB7C3	# 럃
0x8FAEEC	0xB7C6	# 럆
0x8FAEED	0xB7CA	# 럊
0x8FAEEE	0xB7CB	# 럋
0x8FAEEF	0xB7CC	# 럌
0x8FAEF0	0xB7CD	# 럍
0x8FAEF1	0xB7CE	# 럎
0x8FAEF2	0xB7CF	# 럏
0x8FAEF3	0xB7B6	# 랶
0x8FAEF4	0xB7C8	# 럈
0x8FAEF5	0xB7EF	# 럯
0x8FAEF6	0xB7F1	# 럱
0x8FAEF7	0xB7F2	# 럲
0x8FAEF8	0xB7F3	# 럳
0x8FAEF9	0xB7F5	# 럵
0x8FAEFA	0xB7F6	# 럶
0x8FAEFB	0xB7F7	# 럷
0x8FAEFC	0xB7F8	# 럸
0x8FAEFD	0xB7F9	# 럹
0x8FAEFE	0xB7FA	# 럺
0x8FAFA1	0xB7FB	# 럻
0x8FAFA2	0xB7FE	# 럾
0x8FAFA3	0xB802	# 렂
0x8FAFA4	0xB803	# 렃
0x8FAFA5	0xB804	# 렄
0x8FAFA6	0xB805	# 렅
0x8FAFA7	0xB7EE	# 럮
0x8FAFA8	0xB827	# 렧
0x8FAFA9	0xB829	# 렩
0x8FAFAA	0xB82A	# 렪
0x8FAFAB	0xB82B	# 렫
0x8FAFAC	0xB82D	# 렭
0x8FAFAD	0xB82E	# 렮
0x8FAFAE	0xB82F	# 렯
0x8FAFAF	0xB830	# 렰
0x8FAFB0	0xB831	# 렱
0x8FAFB1	0xB832	# 렲
0x8FAFB2	0xB833	# 렳
0x8FAFB3	0xB836	# 렶
0x8FAFB4	0xB83A	# 렺
0x8FAFB5	0xB83B	# 렻
0x8FAFB6	0xB83C	# 렼
0x8FAFB7	0xB83D	# 렽
0x8FAFB8	0xB83E	# 렾
0x8FAFB9	0xB83F	# 렿
0x8FAFBA	0xB826	# 렦
0x8FAFBB	0xB85F	# 롟
0x8FAFBC	0xB861	# 롡
0x8FAFBD	0xB862	# 롢
0x8FAFBE	0xB863	# 롣
0x8FAFBF	0xB865	# 롥
0x8FAFC0	0xB866	# 롦
0x8FAFC1	0xB867	# 롧
0x8FAFC2	0xB868	# 롨
0x8FAFC3	0xB869	# 롩
0x8FAFC4	0xB86A	# 롪
0x8FAFC5	0xB86B	# 롫
0x8FAFC6	0xB86E	# 롮
0x8FAFC7	0xB872	# 롲
0x8FAFC8	0xB873	# 롳
0x8FAFC9	0xB874	# 롴
0x8FAFCA	0xB875	# 롵
0x8FAFCB	0xB877	# 롷
0x8FAFCC	0xB85E	# 롞
0x8FAFCD	0xB870	# 롰
0x8FAFCE	0xB8CD	# 룍
0x8FAFCF	0xB8CF	# 룏
0x8FAFD0	0xB8D1	# 룑
0x8FAFD1	0xB8D2	# 룒
0x8FAFD2	0xB8D3	# 룓
0x8FAFD3	0xB8D5	# 룕
0x8FAFD4	0xB8D6	# 룖
0x8FAFD5	0xB8D7	# 룗
0x8FAFD6	0xB8D8	# 룘
0x8FAFD7	0xB8D9	# 룙
0x8FAFD8	0xB8DA	# 룚
0x8FAFD9	0xB8DB	# 룛
0x8FAFDA	0xB8DE	# 룞
0x8FAFDB	0xB8E2	# 룢
0x8FAFDC	0xB8E3	# 룣
0x8FAFDD	0xB8E4	# 룤
0x8FAFDE	0xB8E5	# 룥
0x8FAFDF	0xB8E6	# 룦
0x8FAFE0	0xB8E7	# 룧
0x8FAFE1	0xB8CE	# 룎
0x8FAFE2	0xB8E0	# 룠
0x8FAFE3	0xB8EB	# 룫
0x8FAFE4	0xB8ED	# 룭
0x8FAFE5	0xB8EE	# 룮
0x8FAFE6	0xB8EF	# 룯
0x8FAFE7	0xB8F1	# 룱
0x8FAFE8	0xB8F2	# 룲
0x8FAFE9	0xB8F3	# 룳
0x8FAFEA	0xB8F4	# 룴
0x8FAFEB	0xB8F5	# 룵
0x8FAFEC	0xB8F6	# 룶
0x8FAFED	0xB8F7	# 룷
0x8FAFEE	0xB8FA	# 룺
0x8FAFEF	0xB8FE	# 룾
0x8FAFF0	0xB8FF	# 룿
0x8FAFF1	0xB900	# 뤀
0x8FAFF2	0xB901	# 뤁
0x8FAFF3	0xB902	# 뤂
0x8FAFF4	0xB903	# 뤃
0x8FAFF5	0xB8EA	# 룪
0x8FAFF6	0xB8FC	# 룼
0x8FAFF7	0xB95B	# 륛
0x8FAFF8	0xB95D	# 륝
0x8FAFF9	0xB95E	# 륞
0x8FAFFA	0xB95F	# 륟
0x8FAFFB	0xB961	# 륡
0x8FAFFC	0xB962	# 륢
0x8FAFFD	0xB963	# 륣
0x8FAFFE	0xB964	# 륤
0x8FB0A1	0xB965	# 륥
0x8FB0A2	0xB966	# 륦
0x8FB0A3	0xB967	# 륧
0x8FB0A4	0xB96A	# 륪
0x8FB0A5	0xB96E	# 륮
0x8FB0A6	0xB96F	# 륯
0x8FB0A7	0xB970	# 륰
0x8FB0A8	0xB971	# 륱
0x8FB0A9	0xB972	# 륲
0x8FB0AA	0xB973	# 륳
0x8FB0AB	0xB95A	# 륚
0x8FB0AC	0xB96C	# 륬
0x8FB0AD	0xB977	# 륷
0x8FB0AE	0xB979	# 륹
0x8FB0AF	0xB97A	# 륺
0x8FB0B0	0xB97B	# 륻
0x8FB0B1	0xB97D	# 륽
0x8FB0B2	0xB97E	# 륾
0x8FB0B3	0xB97F	# 륿
0x8FB0B4	0xB980	# 릀
0x8FB0B5	0xB981	# 릁
0x8FB0B6	0xB982	# 릂
0x8FB0B7	0xB983	# 릃
0x8FB0B8	0xB986	# 릆
0x8FB0B9	0xB98B	# 릋
0x8FB0BA	0xB98C	# 릌
0x8FB0BB	0xB98F	# 릏
0x8FB0BC	0xB976	# 륶
0x8FB0BD	0xB988	# 릈
0x8FB0BE	0xB9AF	# 릯
0x8FB0BF	0xB9B1	# 릱
0x8FB0C0	0xB9B2	# 릲
0x8FB0C1	0xB9B3	# 릳
0x8FB0C2	0xB9B5	# 릵
0x8FB0C3	0xB9B6	# 릶
0x8FB0C4	0xB9B7	# 릷
0x8FB0C5	0xB9B8	# 릸
0x8FB0C6	0xB9B9	# 릹
0x8FB0C7	0xB9BA	# 릺
0x8FB0C8	0xB9BB	# 릻
0x8FB0C9	0xB9BE	# 릾
0x8FB0CA	0xB9C2	# 맂
0x8FB0CB	0xB9C3	# 맃
0x8FB0CC	0xB9C4	# 맄
0x8FB0CD	0xB9C5	# 맅
0x8FB0CE	0xB9C7	# 맇
0x8FB0CF	0xB9AE	# 릮
0x8FB0D0	0xB9C0	# 맀
0x8FB0D1	0xB79B	# 랛
0x8FB0D2	0xB79D	# 랝
0x8FB0D3	0xB79E	# 랞
0x8FB0D4	0xB79F	# 랟
0x8FB0D5	0xB7A1	# 랡
0x8FB0D6	0xB7A2	# 랢
0x8FB0D7	0xB7A3	# 랣
0x8FB0D8	0xB7A4	# 랤
0x8FB0D9	0xB7A5	# 랥
0x8FB0DA	0xB7A6	# 랦
0x8FB0DB	0xB7A7	# 랧
0x8FB0DC	0xB7AA	# 랪
0x8FB0DD	0xB7AE	# 랮
0x8FB0DE	0xB7AF	# 랯
0x8FB0DF	0xB7B0	# 랰
0x8FB0E0	0xB7B1	# 랱
0x8FB0E1	0xB7B2	# 랲
0x8FB0E2	0xB7B3	# 랳
0x8FB0E3	0xB79A	# 랚
0x8FB0E4	0xB7D1	# 럑
0x8FB0E5	0xB7D3	# 럓
0x8FB0E6	0xB7D4	# 럔
0x8FB0E7	0xB7D5	# 럕
0x8FB0E8	0xB7D6	# 럖
0x8FB0E9	0xB7D7	# 럗
0x8FB0EA	0xB7D8	# 럘
0x8FB0EB	0xB7D9	# 럙
0x8FB0EC	0xB7DA	# 럚
0x8FB0ED	0xB7DB	# 럛
0x8FB0EE	0xB7DC	# 럜
0x8FB0EF	0xB7DD	# 럝
0x8FB0F0	0xB7DE	# 럞
0x8FB0F1	0xB7DF	# 럟
0x8FB0F2	0xB7E0	# 럠
0x8FB0F3	0xB7E1	# 럡
0x8FB0F4	0xB7E2	# 럢
0x8FB0F5	0xB7E3	# 럣
0x8FB0F6	0xB7E5	# 럥
0x8FB0F7	0xB7E6	# 럦
0x8FB0F8	0xB7E7	# 럧
0x8FB0F9	0xB7E8	# 럨
0x8FB0FA	0xB7E9	# 럩
0x8FB0FB	0xB7EA	# 럪
0x8FB0FC	0xB7EB	# 럫
0x8FB0FD	0xB7D2	# 럒
0x8FB0FE	0xB7E4	# 럤
0x8FB1A1	0xB80B	# 렋
0x8FB1A2	0xB80D	# 렍
0x8FB1A3	0xB80E	# 렎
0x8FB1A4	0xB80F	# 렏
0x8FB1A5	0xB811	# 렑
0x8FB1A6	0xB812	# 렒
0x8FB1A7	0xB813	# 렓
0x8FB1A8	0xB814	# 렔
0x8FB1A9	0xB815	# 렕
0x8FB1AA	0xB816	# 렖
0x8FB1AB	0xB817	# 렗
0x8FB1AC	0xB81A	# 렚
0x8FB1AD	0xB81E	# 렞
0x8FB1AE	0xB81F	# 렟
0x8FB1AF	0xB820	# 렠
0x8FB1B0	0xB821	# 렡
0x8FB1B1	0xB822	# 렢
0x8FB1B2	0xB823	# 렣
0x8FB1B3	0xB80A	# 렊
0x8FB1B4	0xB841	# 롁
0x8FB1B5	0xB843	# 롃
0x8FB1B6	0xB845	# 롅
0x8FB1B7	0xB846	# 롆
0x8FB1B8	0xB847	# 롇
0x8FB1B9	0xB849	# 롉
0x8FB1BA	0xB84A	# 롊
0x8FB1BB	0xB84B	# 롋
0x8FB1BC	0xB84C	# 롌
0x8FB1BD	0xB84D	# 롍
0x8FB1BE	0xB84E	# 롎
0x8FB1BF	0xB84F	# 롏
0x8FB1C0	0xB850	# 롐
0x8FB1C1	0xB852	# 롒
0x8FB1C2	0xB855	# 롕
0x8FB1C3	0xB856	# 롖
0x8FB1C4	0xB857	# 롗
0x8FB1C5	0xB858	# 롘
0x8FB1C6	0xB859	# 롙
0x8FB1C7	0xB85A	# 롚
0x8FB1C8	0xB85B	# 롛
0x8FB1C9	0xB842	# 롂
0x8FB1CA	0xB854	# 롔
0x8FB1CB	0xB8B1	# 뢱
0x8FB1CC	0xB8B3	# 뢳
0x8FB1CD	0xB8B5	# 뢵
0x8FB1CE	0xB8B6	# 뢶
0x8FB1CF	0xB8B7	# 뢷
0x8FB1D0	0xB8B9	# 뢹
0x8FB1D1	0xB8BA	# 뢺
0x8FB1D2	0xB8BB	# 뢻
0x8FB1D3	0xB8BC	# 뢼
0x8FB1D4	0xB8BD	# 뢽
0x8FB1D5	0xB8BE	# 뢾
0x8FB1D6	0xB8BF	# 뢿
0x8FB1D7	0xB8C2	# 룂
0x8FB1D8	0xB8C6	# 룆
0x8FB1D9	0xB8C7	# 룇
0x8FB1DA	0xB8C8	# 룈
0x8FB1DB	0xB8C9	# 룉
0x8FB1DC	0xB8CA	# 룊
0x8FB1DD	0xB8CB	# 룋
0x8FB1DE	0xB8B2	# 뢲
0x8FB1DF	0xB93F	# 뤿
0x8FB1E0	0xB941	# 륁
0x8FB1E1	0xB942	# 륂
0x8FB1E2	0xB943	# 륃
0x8FB1E3	0xB945	# 륅
0x8FB1E4	0xB946	# 륆
0x8FB1E5	0xB947	# 륇
0x8FB1E6	0xB948	# 륈
0x8FB1E7	0xB949	# 륉
0x8FB1E8	0xB94A	# 륊
0x8FB1E9	0xB94B	# 륋
0x8FB1EA	0xB94D	# 륍
0x8FB1EB	0xB94E	# 륎
0x8FB1EC	0xB952	# 륒
0x8FB1ED	0xB953	# 륓
0x8FB1EE	0xB954	# 륔
0x8FB1EF	0xB955	# 륕
0x8FB1F0	0xB956	# 륖
0x8FB1F1	0xB957	# 륗
0x8FB1F2	0xB93E	# 뤾
0x8FB1F3	0xB950	# 륐
0x8FB1F4	0xB991	# 릑
0x8FB1F5	0xB993	# 릓
0x8FB1F6	0xB995	# 릕
0x8FB1F7	0xB996	# 릖
0x8FB1F8	0xB997	# 릗
0x8FB1F9	0xB999	# 릙
0x8FB1FA	0xB99A	# 릚
0x8FB1FB	0xB99B	# 릛
0x8FB1FC	0xB99C	# 릜
0x8FB1FD	0xB99D	# 릝
0x8FB1FE	0xB99E	# 릞
0x8FB2A1	0xB99F	# 릟
0x8FB2A2	0xB9A1	# 릡
0x8FB2A3	0xB9A2	# 릢
0x8FB2A4	0xB9A3	# 릣
0x8FB2A5	0xB9A5	# 릥
0x8FB2A6	0xB9A6	# 릦
0x8FB2A7	0xB9A7	# 릧
0x8FB2A8	0xB9A8	# 릨
0x8FB2A9	0xB9A9	# 릩
0x8FB2AA	0xB9AA	# 릪
0x8FB2AB	0xB9AB	# 릫
0x8FB2AC	0xB992	# 릒
0x8FB2AD	0xB9A4	# 릤
0x8FB2AE	0xB879	# 롹
0x8FB2AF	0xB87B	# 롻
0x8FB2B0	0xB87D	# 롽
0x8FB2B1	0xB87E	# 롾
0x8FB2B2	0xB87F	# 롿
0x8FB2B3	0xB880	# 뢀
0x8FB2B4	0xB881	# 뢁
0x8FB2B5	0xB882	# 뢂
0x8FB2B6	0xB883	# 뢃
0x8FB2B7	0xB884	# 뢄
0x8FB2B8	0xB885	# 뢅
0x8FB2B9	0xB886	# 뢆
0x8FB2BA	0xB887	# 뢇
0x8FB2BB	0xB888	# 뢈
0x8FB2BC	0xB88A	# 뢊
0x8FB2BD	0xB88B	# 뢋
0x8FB2BE	0xB88E	# 뢎
0x8FB2BF	0xB88F	# 뢏
0x8FB2C0	0xB890	# 뢐
0x8FB2C1	0xB891	# 뢑
0x8FB2C2	0xB892	# 뢒
0x8FB2C3	0xB893	# 뢓
0x8FB2C4	0xB87A	# 롺
0x8FB2C5	0xB88C	# 뢌
0x8FB2C6	0xB905	# 뤅
0x8FB2C7	0xB907	# 뤇
0x8FB2C8	0xB908	# 뤈
0x8FB2C9	0xB909	# 뤉
0x8FB2CA	0xB90A	# 뤊
0x8FB2CB	0xB90B	# 뤋
0x8FB2CC	0xB90C	# 뤌
0x8FB2CD	0xB90D	# 뤍
0x8FB2CE	0xB90E	# 뤎
0x8FB2CF	0xB90F	# 뤏
0x8FB2D0	0xB910	# 뤐
0x8FB2D1	0xB911	# 뤑
0x8FB2D2	0xB912	# 뤒
0x8FB2D3	0xB913	# 뤓
0x8FB2D4	0xB914	# 뤔
0x8FB2D5	0xB915	# 뤕
0x8FB2D6	0xB916	# 뤖
0x8FB2D7	0xB917	# 뤗
0x8FB2D8	0xB919	# 뤙
0x8FB2D9	0xB91A	# 뤚
0x8FB2DA	0xB91B	# 뤛
0x8FB2DB	0xB91C	# 뤜
0x8FB2DC	0xB91D	# 뤝
0x8FB2DD	0xB91E	# 뤞
0x8FB2DE	0xB91F	# 뤟
0x8FB2DF	0xB906	# 뤆
0x8FB2E0	0xB895	# 뢕
0x8FB2E1	0xB897	# 뢗
0x8FB2E2	0xB898	# 뢘
0x8FB2E3	0xB899	# 뢙
0x8FB2E4	0xB89A	# 뢚
0x8FB2E5	0xB89B	# 뢛
0x8FB2E6	0xB89C	# 뢜
0x8FB2E7	0xB89D	# 뢝
0x8FB2E8	0xB89E	# 뢞
0x8FB2E9	0xB89F	# 뢟
0x8FB2EA	0xB8A0	# 뢠
0x8FB2EB	0xB8A1	# 뢡
0x8FB2EC	0xB8A2	# 뢢
0x8FB2ED	0xB8A3	# 뢣
0x8FB2EE	0xB8A4	# 뢤
0x8FB2EF	0xB8A5	# 뢥
0x8FB2F0	0xB8A6	# 뢦
0x8FB2F1	0xB8A7	# 뢧
0x8FB2F2	0xB8A9	# 뢩
0x8FB2F3	0xB8AA	# 뢪
0x8FB2F4	0xB8AB	# 뢫
0x8FB2F5	0xB8AC	# 뢬
0x8FB2F6	0xB8AD	# 뢭
0x8FB2F7	0xB8AE	# 뢮
0x8FB2F8	0xB8AF	# 뢯
0x8FB2F9	0xB896	# 뢖
0x8FB2FA	0xB921	# 뤡
0x8FB2FB	0xB923	# 뤣
0x8FB2FC	0xB924	# 뤤
0x8FB2FD	0xB925	# 뤥
0x8FB2FE	0xB926	# 뤦
0x8FB3A1	0xB927	# 뤧
0x8FB3A2	0xB928	# 뤨
0x8FB3A3	0xB929	# 뤩
0x8FB3A4	0xB92A	# 뤪
0x8FB3A5	0xB92B	# 뤫
0x8FB3A6	0xB92C	# 뤬
0x8FB3A7	0xB92D	# 뤭
0x8FB3A8	0xB92E	# 뤮
0x8FB3A9	0xB92F	# 뤯
0x8FB3AA	0xB930	# 뤰
0x8FB3AB	0xB931	# 뤱
0x8FB3AC	0xB932	# 뤲
0x8FB3AD	0xB933	# 뤳
0x8FB3AE	0xB935	# 뤵
0x8FB3AF	0xB936	# 뤶
0x8FB3B0	0xB937	# 뤷
0x8FB3B1	0xB938	# 뤸
0x8FB3B2	0xB939	# 뤹
0x8FB3B3	0xB93A	# 뤺
0x8FB3B4	0xB93B	# 뤻
0x8FB3B5	0xB922	# 뤢
0x8FB3B6	0xB934	# 뤴
0x8FB3B7	0xB9CB	# 맋
0x8FB3B8	0xB9CD	# 맍
0x8FB3B9	0xB9D3	# 맓
0x8FB3BA	0xB9D4	# 맔
0x8FB3BB	0xB9D5	# 맕
0x8FB3BC	0xB9D6	# 맖
0x8FB3BD	0xB9D7	# 맗
0x8FB3BE	0xB9DA	# 맚
0x8FB3BF	0xB9E0	# 맠
0x8FB3C0	0xB9E2	# 맢
0x8FB3C1	0xB9CA	# 맊
0x8FB3C2	0xB9DC	# 맜
0x8FB3C3	0xBA03	# 먃
0x8FB3C4	0xBA05	# 먅
0x8FB3C5	0xBA06	# 먆
0x8FB3C6	0xBA07	# 먇
0x8FB3C7	0xBA09	# 먉
0x8FB3C8	0xBA0A	# 먊
0x8FB3C9	0xBA0B	# 먋
0x8FB3CA	0xBA0C	# 먌
0x8FB3CB	0xBA0D	# 먍
0x8FB3CC	0xBA0E	# 먎
0x8FB3CD	0xBA0F	# 먏
0x8FB3CE	0xBA11	# 먑
0x8FB3CF	0xBA12	# 먒
0x8FB3D0	0xBA13	# 먓
0x8FB3D1	0xBA16	# 먖
0x8FB3D2	0xBA17	# 먗
0x8FB3D3	0xBA18	# 먘
0x8FB3D4	0xBA19	# 먙
0x8FB3D5	0xBA1A	# 먚
0x8FB3D6	0xBA1B	# 먛
0x8FB3D7	0xBA02	# 먂
0x8FB3D8	0xBA14	# 먔
0x8FB3D9	0xBA3B	# 먻
0x8FB3DA	0xBA3D	# 먽
0x8FB3DB	0xBA3E	# 먾
0x8FB3DC	0xBA3F	# 먿
0x8FB3DD	0xBA43	# 멃
0x8FB3DE	0xBA44	# 멄
0x8FB3DF	0xBA45	# 멅
0x8FB3E0	0xBA46	# 멆
0x8FB3E1	0xBA47	# 멇
0x8FB3E2	0xBA4A	# 멊
0x8FB3E3	0xBA4F	# 멏
0x8FB3E4	0xBA50	# 멐
0x8FB3E5	0xBA51	# 멑
0x8FB3E6	0xBA52	# 멒
0x8FB3E7	0xBA3A	# 먺
0x8FB3E8	0xBA73	# 멳
0x8FB3E9	0xBA75	# 멵
0x8FB3EA	0xBA76	# 멶
0x8FB3EB	0xBA77	# 멷
0x8FB3EC	0xBA79	# 멹
0x8FB3ED	0xBA7A	# 멺
0x8FB3EE	0xBA7B	# 멻
0x8FB3EF	0xBA7C	# 멼
0x8FB3F0	0xBA7D	# 멽
0x8FB3F1	0xBA7E	# 멾
0x8FB3F2	0xBA7F	# 멿
0x8FB3F3	0xBA82	# 몂
0x8FB3F4	0xBA86	# 몆
0x8FB3F5	0xBA88	# 몈
0x8FB3F6	0xBA89	# 몉
0x8FB3F7	0xBA8A	# 몊
